experiment_id,method,problem_id,dataset,complexity,word_count,equation_steps,requires_reasoning,runtime_seconds,memory_mb,peak_memory_mb,accuracy,efficiency_score,gpu_utilization,inference_steps,timestamp
claude_3.5_sonnet_0030,Claude-3.5-Sonnet,prob_0030,GSM8K,L1,128,1,False,1.422,232.6,262.3,0.693,0.973,0.747,2,2025-06-23T00:30:00.532926
claude_3.5_sonnet_0031,Claude-3.5-Sonnet,prob_0031,MATH,L1,115,2,False,1.283,252.0,281.8,0.459,0.896,0.796,3,2025-06-23T00:30:00.532929
claude_3.5_sonnet_0032,Claude-3.5-Sonnet,prob_0032,GSM8K,L1,106,1,False,1.766,270.6,313.1,0.369,0.725,0.797,4,2025-06-23T00:30:00.532932
claude_3.5_sonnet_0033,Claude-3.5-Sonnet,prob_0033,GSM8K,L1,35,1,False,1.012,254.9,329.2,0.642,1.079,0.805,2,2025-06-23T00:30:00.532936
claude_3.5_sonnet_0034,Claude-3.5-Sonnet,prob_0034,AddSub,L1,80,2,False,1.234,234.2,281.8,0.586,0.986,0.727,2,2025-06-23T00:30:00.532939
claude_3.5_sonnet_0035,Claude-3.5-Sonnet,prob_0035,SingleEq,L1,141,1,False,1.146,246.8,307.6,0.447,0.948,0.864,4,2025-06-23T00:30:00.532942
claude_3.5_sonnet_0036,Claude-3.5-Sonnet,prob_0036,GSM8K,L1,130,2,False,1.588,245.8,271.0,0.648,0.898,0.78,5,2025-06-23T00:30:00.532946
claude_3.5_sonnet_0037,Claude-3.5-Sonnet,prob_0037,MAWPS,L3,33,3,True,1.905,269.6,333.6,0.223,0.645,0.703,6,2025-06-23T00:30:00.532949
claude_3.5_sonnet_0038,Claude-3.5-Sonnet,prob_0038,MAWPS,L2,47,3,True,1.75,253.7,300.5,0.373,0.748,0.714,6,2025-06-23T00:30:00.532952
claude_3.5_sonnet_0039,Claude-3.5-Sonnet,prob_0039,SingleEq,L2,128,4,True,2.138,233.9,269.4,0.5,0.767,0.859,7,2025-06-23T00:30:00.532955
claude_3.5_sonnet_0040,Claude-3.5-Sonnet,prob_0040,GSM8K,L3,39,3,True,2.542,285.2,342.3,0.857,0.813,0.895,5,2025-06-23T00:30:00.532959
claude_3.5_sonnet_0041,Claude-3.5-Sonnet,prob_0041,SVAMP,L3,23,4,True,2.934,264.7,335.9,0.43,0.634,0.943,4,2025-06-23T00:30:00.532962
claude_3.5_sonnet_0042,Claude-3.5-Sonnet,prob_0042,MAWPS,L2,74,2,True,2.609,260.0,326.8,0.596,0.728,0.945,5,2025-06-23T00:30:00.532966
claude_3.5_sonnet_0043,Claude-3.5-Sonnet,prob_0043,MAWPS,L1,119,2,False,2.209,241.8,269.8,0.482,0.741,0.702,4,2025-06-23T00:30:00.532969
claude_3.5_sonnet_0044,Claude-3.5-Sonnet,prob_0044,MAWPS,L2,144,3,True,2.243,244.0,278.1,0.4,0.702,0.903,6,2025-06-23T00:30:00.532972
claude_3.5_sonnet_0045,Claude-3.5-Sonnet,prob_0045,GSM8K,L3,35,3,True,2.002,276.0,327.5,0.51,0.74,0.816,3,2025-06-23T00:30:00.532976
claude_3.5_sonnet_0046,Claude-3.5-Sonnet,prob_0046,Math23K,L2,148,3,True,1.515,264.4,297.3,0.593,0.871,0.822,5,2025-06-23T00:30:00.532979
claude_3.5_sonnet_0047,Claude-3.5-Sonnet,prob_0047,SingleEq,L1,67,1,False,1.79,228.8,279.1,0.342,0.76,0.792,4,2025-06-23T00:30:00.532983
claude_3.5_sonnet_0048,Claude-3.5-Sonnet,prob_0048,AddSub,L1,50,3,False,1.367,259.9,301.3,0.515,0.884,0.905,5,2025-06-23T00:30:00.532986
claude_3.5_sonnet_0049,Claude-3.5-Sonnet,prob_0049,SingleEq,L1,40,2,False,0.971,257.6,301.7,0.811,1.166,0.704,4,2025-06-23T00:30:00.532989
claude_3.5_sonnet_0050,Claude-3.5-Sonnet,prob_0050,GSM8K,L2,100,4,True,2.15,260.8,302.5,0.744,0.831,0.709,4,2025-06-23T00:30:00.532992
claude_3.5_sonnet_0051,Claude-3.5-Sonnet,prob_0051,GSM8K,L2,96,4,True,1.274,261.2,306.0,0.492,0.902,0.709,7,2025-06-23T00:30:00.532995
claude_3.5_sonnet_0052,Claude-3.5-Sonnet,prob_0052,Math23K,L2,45,3,True,1.821,250.5,288.1,0.753,0.891,0.721,3,2025-06-23T00:30:00.532999
claude_3.5_sonnet_0053,Claude-3.5-Sonnet,prob_0053,MATH,L1,109,1,False,1.397,227.7,257.1,0.706,0.991,0.823,3,2025-06-23T00:30:00.533002
claude_3.5_sonnet_0054,Claude-3.5-Sonnet,prob_0054,MATH,L1,97,3,False,1.323,238.3,283.9,0.654,0.978,0.854,6,2025-06-23T00:30:00.533005
claude_3.5_sonnet_0055,Claude-3.5-Sonnet,prob_0055,AddSub,L2,46,4,True,2.854,272.7,302.1,0.584,0.692,0.782,4,2025-06-23T00:30:00.533009
claude_3.5_sonnet_0056,Claude-3.5-Sonnet,prob_0056,Math23K,L2,59,4,True,2.234,259.9,293.5,0.628,0.776,0.944,4,2025-06-23T00:30:00.533012
claude_3.5_sonnet_0057,Claude-3.5-Sonnet,prob_0057,GSM8K,L2,72,4,True,1.875,253.8,298.5,0.678,0.849,0.945,4,2025-06-23T00:30:00.533015
claude_3.5_sonnet_0058,Claude-3.5-Sonnet,prob_0058,MAWPS,L1,33,1,False,1.696,286.5,351.6,0.602,0.816,0.775,4,2025-06-23T00:30:00.533019
claude_3.5_sonnet_0059,Claude-3.5-Sonnet,prob_0059,Math23K,L1,53,3,False,1.677,246.8,318.4,0.439,0.795,0.764,3,2025-06-23T00:30:00.533022
claude_3.5_sonnet_0060,Claude-3.5-Sonnet,prob_0060,SVAMP,L2,129,2,True,1.433,254.0,321.9,0.158,0.729,0.808,2,2025-06-23T00:30:00.533025
claude_3.5_sonnet_0061,Claude-3.5-Sonnet,prob_0061,Math23K,L3,58,5,True,1.834,260.3,327.7,0.585,0.811,0.843,7,2025-06-23T00:30:00.533029
claude_3.5_sonnet_0062,Claude-3.5-Sonnet,prob_0062,SingleEq,L2,130,2,True,2.074,244.6,299.1,0.5,0.761,0.835,3,2025-06-23T00:30:00.533032
claude_3.5_sonnet_0063,Claude-3.5-Sonnet,prob_0063,MATH,L3,30,8,True,2.462,264.0,327.1,0.723,0.787,0.712,11,2025-06-23T00:30:00.533035
claude_3.5_sonnet_0064,Claude-3.5-Sonnet,prob_0064,GSM8K,L2,110,5,True,2.409,260.2,297.5,0.881,0.859,0.934,7,2025-06-23T00:30:00.533039
claude_3.5_sonnet_0065,Claude-3.5-Sonnet,prob_0065,SVAMP,L1,80,1,False,1.116,239.6,300.8,0.136,0.845,0.769,1,2025-06-23T00:30:00.533042
claude_3.5_sonnet_0066,Claude-3.5-Sonnet,prob_0066,Math23K,L1,105,2,False,1.94,231.8,297.1,0.643,0.852,0.87,4,2025-06-23T00:30:00.533046
claude_3.5_sonnet_0067,Claude-3.5-Sonnet,prob_0067,GSM8K,L2,47,2,True,2.65,272.7,300.3,0.26,0.577,0.752,5,2025-06-23T00:30:00.533049
claude_3.5_sonnet_0068,Claude-3.5-Sonnet,prob_0068,GSM8K,L1,137,2,False,1.971,258.7,298.8,0.265,0.664,0.816,4,2025-06-23T00:30:00.533053
claude_3.5_sonnet_0069,Claude-3.5-Sonnet,prob_0069,GSM8K,L1,69,2,False,1.307,264.2,302.5,0.502,0.892,0.877,3,2025-06-23T00:30:00.533056
claude_3.5_sonnet_0070,Claude-3.5-Sonnet,prob_0070,AddSub,L1,91,2,False,1.004,244.3,282.8,0.397,0.998,0.878,5,2025-06-23T00:30:00.533059
claude_3.5_sonnet_0071,Claude-3.5-Sonnet,prob_0071,AddSub,L2,27,4,True,2.049,256.4,312.2,0.588,0.785,0.859,6,2025-06-23T00:30:00.533062
claude_3.5_sonnet_0072,Claude-3.5-Sonnet,prob_0072,SingleEq,L3,87,7,True,2.704,238.8,288.5,0.426,0.678,0.819,7,2025-06-23T00:30:00.533065
claude_3.5_sonnet_0073,Claude-3.5-Sonnet,prob_0073,MAWPS,L1,100,2,False,1.465,233.5,271.8,0.379,0.835,0.906,3,2025-06-23T00:30:00.533069
claude_3.5_sonnet_0074,Claude-3.5-Sonnet,prob_0074,SingleEq,L1,31,3,False,1.32,240.0,299.6,0.477,0.906,0.753,4,2025-06-23T00:30:00.533072
claude_3.5_sonnet_0075,Claude-3.5-Sonnet,prob_0075,SingleEq,L3,70,3,True,2.315,264.6,326.7,0.648,0.77,0.764,3,2025-06-23T00:30:00.533075
claude_3.5_sonnet_0076,Claude-3.5-Sonnet,prob_0076,SVAMP,L3,100,8,True,2.138,264.4,325.8,0.547,0.749,0.843,8,2025-06-23T00:30:00.533079
claude_3.5_sonnet_0077,Claude-3.5-Sonnet,prob_0077,MATH,L2,124,5,True,2.436,252.0,309.0,0.625,0.764,0.84,7,2025-06-23T00:30:00.533082
claude_3.5_sonnet_0078,Claude-3.5-Sonnet,prob_0078,MATH,L2,69,5,True,1.837,242.8,271.1,0.68,0.869,0.887,7,2025-06-23T00:30:00.533085
claude_3.5_sonnet_0079,Claude-3.5-Sonnet,prob_0079,SVAMP,L3,97,5,True,2.461,242.4,281.4,0.614,0.768,0.888,8,2025-06-23T00:30:00.533089
claude_3.5_sonnet_0080,Claude-3.5-Sonnet,prob_0080,MATH,L1,102,2,False,1.687,243.1,268.8,0.591,0.859,0.856,3,2025-06-23T00:30:00.533092
claude_3.5_sonnet_0081,Claude-3.5-Sonnet,prob_0081,SVAMP,L1,141,3,False,1.884,252.1,305.8,0.669,0.846,0.804,3,2025-06-23T00:30:00.533096
claude_3.5_sonnet_0082,Claude-3.5-Sonnet,prob_0082,Math23K,L1,105,1,False,1.611,234.6,271.4,0.708,0.932,0.886,2,2025-06-23T00:30:00.533099
claude_3.5_sonnet_0083,Claude-3.5-Sonnet,prob_0083,MATH,L1,70,1,False,1.565,266.3,321.6,0.556,0.844,0.795,1,2025-06-23T00:30:00.533102
claude_3.5_sonnet_0084,Claude-3.5-Sonnet,prob_0084,GSM8K,L3,38,8,True,2.76,278.5,311.8,0.459,0.643,0.755,8,2025-06-23T00:30:00.533106
claude_3.5_sonnet_0085,Claude-3.5-Sonnet,prob_0085,SingleEq,L1,118,2,False,1.535,258.1,293.1,0.263,0.742,0.74,5,2025-06-23T00:30:00.533109
claude_3.5_sonnet_0086,Claude-3.5-Sonnet,prob_0086,GSM8K,L2,21,5,True,1.81,244.1,295.3,0.274,0.709,0.788,6,2025-06-23T00:30:00.533112
claude_3.5_sonnet_0087,Claude-3.5-Sonnet,prob_0087,GSM8K,L3,138,3,True,3.286,283.2,335.2,0.454,0.606,0.85,5,2025-06-23T00:30:00.533116
claude_3.5_sonnet_0088,Claude-3.5-Sonnet,prob_0088,MAWPS,L1,138,3,False,1.707,265.5,325.5,0.316,0.719,0.866,5,2025-06-23T00:30:00.533119
claude_3.5_sonnet_0089,Claude-3.5-Sonnet,prob_0089,SingleEq,L3,149,4,True,2.674,250.9,301.2,0.783,0.808,0.833,5,2025-06-23T00:30:00.533123
claude_3.5_sonnet_0090,Claude-3.5-Sonnet,prob_0090,SVAMP,L3,135,8,True,3.145,279.8,355.9,0.312,0.559,0.824,11,2025-06-23T00:30:00.533126
claude_3.5_sonnet_0091,Claude-3.5-Sonnet,prob_0091,MATH,L2,144,3,True,2.284,253.9,293.8,0.833,0.859,0.931,4,2025-06-23T00:30:00.533129
claude_3.5_sonnet_0092,Claude-3.5-Sonnet,prob_0092,MAWPS,L1,93,1,False,1.733,249.0,282.8,0.853,0.948,0.772,3,2025-06-23T00:30:00.533132
claude_3.5_sonnet_0093,Claude-3.5-Sonnet,prob_0093,MATH,L3,40,4,True,2.288,249.1,312.0,0.301,0.651,0.864,4,2025-06-23T00:30:00.533135
claude_3.5_sonnet_0094,Claude-3.5-Sonnet,prob_0094,MAWPS,L2,74,5,True,2.43,253.6,298.4,0.674,0.782,0.863,8,2025-06-23T00:30:00.533139
claude_3.5_sonnet_0095,Claude-3.5-Sonnet,prob_0095,MATH,L2,126,3,True,2.256,252.7,298.7,0.615,0.776,0.859,4,2025-06-23T00:30:00.533142
claude_3.5_sonnet_0096,Claude-3.5-Sonnet,prob_0096,MAWPS,L3,25,6,True,2.976,269.1,303.4,0.408,0.618,0.855,6,2025-06-23T00:30:00.533146
claude_3.5_sonnet_0097,Claude-3.5-Sonnet,prob_0097,Math23K,L3,96,7,True,2.024,273.4,333.5,0.142,0.592,0.883,7,2025-06-23T00:30:00.533149
claude_3.5_sonnet_0098,Claude-3.5-Sonnet,prob_0098,SVAMP,L2,76,3,True,2.441,265.6,309.5,0.577,0.729,0.762,6,2025-06-23T00:30:00.533152
claude_3.5_sonnet_0099,Claude-3.5-Sonnet,prob_0099,MAWPS,L2,119,5,True,1.908,257.7,318.7,0.217,0.655,0.938,5,2025-06-23T00:30:00.533156
claude_3.5_sonnet_0100,Claude-3.5-Sonnet,prob_0100,GSM8K,L3,52,6,True,3.505,240.8,300.7,0.516,0.666,0.921,9,2025-06-23T00:30:00.533159
claude_3.5_sonnet_0101,Claude-3.5-Sonnet,prob_0101,SingleEq,L2,26,5,True,1.754,266.9,323.1,0.667,0.85,0.916,6,2025-06-23T00:30:00.533162
claude_3.5_sonnet_0102,Claude-3.5-Sonnet,prob_0102,AddSub,L2,32,5,True,2.472,247.3,294.6,0.479,0.707,0.881,6,2025-06-23T00:30:00.533165
claude_3.5_sonnet_0103,Claude-3.5-Sonnet,prob_0103,GSM8K,L2,106,4,True,1.715,254.2,288.5,0.488,0.799,0.934,5,2025-06-23T00:30:00.533169
claude_3.5_sonnet_0104,Claude-3.5-Sonnet,prob_0104,MATH,L3,140,5,True,3.016,262.0,305.1,0.827,0.79,0.773,5,2025-06-23T00:30:00.533172
claude_3.5_sonnet_0105,Claude-3.5-Sonnet,prob_0105,GSM8K,L2,30,3,True,1.738,249.5,284.8,0.48,0.797,0.815,4,2025-06-23T00:30:00.533176
claude_3.5_sonnet_0106,Claude-3.5-Sonnet,prob_0106,AddSub,L1,59,1,False,1.693,227.9,270.9,0.123,0.691,0.76,2,2025-06-23T00:30:00.533179
claude_3.5_sonnet_0107,Claude-3.5-Sonnet,prob_0107,SVAMP,L1,75,2,False,1.38,253.5,304.3,0.384,0.835,0.728,4,2025-06-23T00:30:00.533182
claude_3.5_sonnet_0108,Claude-3.5-Sonnet,prob_0108,GSM8K,L2,49,4,True,2.105,263.4,335.7,0.802,0.856,0.927,5,2025-06-23T00:30:00.533186
claude_3.5_sonnet_0109,Claude-3.5-Sonnet,prob_0109,SingleEq,L1,99,3,False,1.86,250.6,323.9,0.617,0.831,0.702,3,2025-06-23T00:30:00.533189
claude_3.5_sonnet_0110,Claude-3.5-Sonnet,prob_0110,SVAMP,L1,82,1,False,1.704,233.8,276.2,0.568,0.858,0.83,4,2025-06-23T00:30:00.533193
claude_3.5_sonnet_0111,Claude-3.5-Sonnet,prob_0111,SingleEq,L3,30,8,True,3.383,230.8,293.7,0.522,0.687,0.718,11,2025-06-23T00:30:00.533196
claude_3.5_sonnet_0112,Claude-3.5-Sonnet,prob_0112,MATH,L1,107,1,False,2.307,241.0,307.6,0.57,0.767,0.834,1,2025-06-23T00:30:00.533199
claude_3.5_sonnet_0113,Claude-3.5-Sonnet,prob_0113,Math23K,L2,112,5,True,2.142,239.6,284.6,0.294,0.676,0.907,5,2025-06-23T00:30:00.533203
claude_3.5_sonnet_0114,Claude-3.5-Sonnet,prob_0114,GSM8K,L2,89,5,True,2.017,258.9,300.0,0.475,0.742,0.8,5,2025-06-23T00:30:00.533206
claude_3.5_sonnet_0115,Claude-3.5-Sonnet,prob_0115,MAWPS,L3,88,3,True,3.103,285.9,335.3,0.454,0.612,0.879,6,2025-06-23T00:30:00.533209
claude_3.5_sonnet_0116,Claude-3.5-Sonnet,prob_0116,MATH,L3,82,5,True,2.517,259.2,307.3,0.549,0.718,0.731,6,2025-06-23T00:30:00.533213
claude_3.5_sonnet_0117,Claude-3.5-Sonnet,prob_0117,Math23K,L2,103,5,True,2.327,272.4,345.8,0.564,0.727,0.889,5,2025-06-23T00:30:00.533216
claude_3.5_sonnet_0118,Claude-3.5-Sonnet,prob_0118,MATH,L2,107,4,True,2.34,279.5,347.8,0.427,0.664,0.792,6,2025-06-23T00:30:00.533219
claude_3.5_sonnet_0119,Claude-3.5-Sonnet,prob_0119,Math23K,L2,68,3,True,2.319,265.5,299.6,0.371,0.658,0.761,6,2025-06-23T00:30:00.533223
claude_3.5_sonnet_0120,Claude-3.5-Sonnet,prob_0120,MAWPS,L2,81,5,True,1.846,277.5,316.9,0.66,0.821,0.724,5,2025-06-23T00:30:00.533226
claude_3.5_sonnet_0121,Claude-3.5-Sonnet,prob_0121,SVAMP,L2,24,4,True,2.292,252.8,301.3,0.672,0.795,0.877,5,2025-06-23T00:30:00.533229
claude_3.5_sonnet_0122,Claude-3.5-Sonnet,prob_0122,MAWPS,L2,98,4,True,2.904,253.4,317.1,0.849,0.816,0.786,7,2025-06-23T00:30:00.533232
claude_3.5_sonnet_0123,Claude-3.5-Sonnet,prob_0123,SingleEq,L2,128,4,True,2.089,249.7,291.2,0.55,0.773,0.813,6,2025-06-23T00:30:00.533236
claude_3.5_sonnet_0124,Claude-3.5-Sonnet,prob_0124,SVAMP,L2,98,3,True,1.611,256.0,310.7,0.339,0.758,0.849,4,2025-06-23T00:30:00.533239
claude_3.5_sonnet_0125,Claude-3.5-Sonnet,prob_0125,SVAMP,L1,50,3,False,1.322,232.2,268.8,0.531,0.937,0.755,5,2025-06-23T00:30:00.533243
claude_3.5_sonnet_0126,Claude-3.5-Sonnet,prob_0126,GSM8K,L2,90,4,True,2.199,252.8,306.6,0.565,0.762,0.878,6,2025-06-23T00:30:00.533246
claude_3.5_sonnet_0127,Claude-3.5-Sonnet,prob_0127,AddSub,L1,78,2,False,1.816,251.8,284.9,0.49,0.785,0.858,5,2025-06-23T00:30:00.533249
claude_3.5_sonnet_0128,Claude-3.5-Sonnet,prob_0128,Math23K,L2,52,2,True,2.025,263.4,327.3,0.266,0.652,0.868,3,2025-06-23T00:30:00.533253
claude_3.5_sonnet_0129,Claude-3.5-Sonnet,prob_0129,SingleEq,L1,52,3,False,1.443,258.3,320.0,0.505,0.861,0.737,5,2025-06-23T00:30:00.533256
claude_3.5_sonnet_0130,Claude-3.5-Sonnet,prob_0130,AddSub,L1,92,2,False,1.781,251.9,290.1,0.724,0.885,0.757,3,2025-06-23T00:30:00.533259
claude_3.5_sonnet_0131,Claude-3.5-Sonnet,prob_0131,MATH,L1,33,2,False,1.857,251.7,284.4,0.2,0.663,0.703,4,2025-06-23T00:30:00.533262
claude_3.5_sonnet_0132,Claude-3.5-Sonnet,prob_0132,AddSub,L1,145,1,False,1.528,241.5,301.6,0.715,0.944,0.949,4,2025-06-23T00:30:00.533265
claude_3.5_sonnet_0133,Claude-3.5-Sonnet,prob_0133,GSM8K,L3,97,3,True,3.067,263.5,314.9,0.388,0.61,0.925,5,2025-06-23T00:30:00.533268
claude_3.5_sonnet_0134,Claude-3.5-Sonnet,prob_0134,SingleEq,L2,77,5,True,2.66,271.4,333.5,0.395,0.632,0.847,7,2025-06-23T00:30:00.533272
claude_3.5_sonnet_0135,Claude-3.5-Sonnet,prob_0135,MAWPS,L1,129,2,False,1.466,252.0,296.2,0.964,1.046,0.932,3,2025-06-23T00:30:00.533275
claude_3.5_sonnet_0136,Claude-3.5-Sonnet,prob_0136,SVAMP,L1,73,3,False,1.858,229.4,274.5,0.331,0.743,0.821,6,2025-06-23T00:30:00.533278
claude_3.5_sonnet_0137,Claude-3.5-Sonnet,prob_0137,SVAMP,L1,81,1,False,1.54,240.3,309.8,0.444,0.834,0.786,3,2025-06-23T00:30:00.533281
claude_3.5_sonnet_0138,Claude-3.5-Sonnet,prob_0138,Math23K,L2,140,2,True,1.635,253.7,289.6,0.714,0.906,0.738,2,2025-06-23T00:30:00.533284
claude_3.5_sonnet_0139,Claude-3.5-Sonnet,prob_0139,MATH,L2,136,3,True,1.432,252.2,310.2,0.794,0.986,0.789,6,2025-06-23T00:30:00.533287
claude_3.5_sonnet_0140,Claude-3.5-Sonnet,prob_0140,AddSub,L2,70,2,True,1.678,265.0,321.7,0.575,0.829,0.86,2,2025-06-23T00:30:00.533290
claude_3.5_sonnet_0141,Claude-3.5-Sonnet,prob_0141,GSM8K,L2,88,2,True,2.874,267.5,339.2,0.412,0.628,0.911,3,2025-06-23T00:30:00.533294
claude_3.5_sonnet_0142,Claude-3.5-Sonnet,prob_0142,GSM8K,L2,93,2,True,1.494,259.1,323.5,0.556,0.868,0.791,2,2025-06-23T00:30:00.533297
claude_3.5_sonnet_0143,Claude-3.5-Sonnet,prob_0143,SVAMP,L1,123,2,False,1.399,246.3,275.8,0.467,0.871,0.782,2,2025-06-23T00:30:00.533300
claude_3.5_sonnet_0144,Claude-3.5-Sonnet,prob_0144,Math23K,L2,130,4,True,2.289,265.2,306.1,0.337,0.648,0.94,4,2025-06-23T00:30:00.533303
claude_3.5_sonnet_0145,Claude-3.5-Sonnet,prob_0145,MATH,L1,78,3,False,1.941,249.2,276.9,0.417,0.74,0.842,4,2025-06-23T00:30:00.533307
claude_3.5_sonnet_0146,Claude-3.5-Sonnet,prob_0146,AddSub,L1,30,1,False,1.418,250.2,315.1,0.489,0.87,0.746,2,2025-06-23T00:30:00.533310
claude_3.5_sonnet_0147,Claude-3.5-Sonnet,prob_0147,SVAMP,L2,91,5,True,1.624,272.6,312.3,0.778,0.914,0.879,6,2025-06-23T00:30:00.533313
claude_3.5_sonnet_0148,Claude-3.5-Sonnet,prob_0148,AddSub,L2,43,4,True,2.767,272.6,302.1,0.392,0.622,0.852,6,2025-06-23T00:30:00.533316
claude_3.5_sonnet_0149,Claude-3.5-Sonnet,prob_0149,MATH,L1,46,1,False,1.857,266.3,303.1,0.784,0.88,0.908,1,2025-06-23T00:30:00.533319
claude_3.5_sonnet_0150,Claude-3.5-Sonnet,prob_0150,SVAMP,L2,122,2,True,2.204,269.3,345.0,0.93,0.89,0.733,4,2025-06-23T00:30:00.533322
claude_3.5_sonnet_0151,Claude-3.5-Sonnet,prob_0151,Math23K,L1,102,1,False,1.431,247.2,283.2,0.482,0.868,0.846,4,2025-06-23T00:30:00.533326
