experiment_id,method,problem_id,dataset,complexity,word_count,equation_steps,requires_reasoning,runtime_seconds,memory_mb,peak_memory_mb,accuracy,efficiency_score,gpu_utilization,inference_steps,timestamp
mlr_only_0021,MLR only,prob_9806,MAWPS,L0,17,2,False,1.086,200,277.2,0.792,0.608,0.801,2,2025-04-14T14:06:36.618243
cot-dir_full_4983,COT-DIR (Full),prob_1782,MATH,L3,100,7,True,7.154,366.1,435.4,0.709,0.193,0.772,20,2025-04-23T17:47:03.712582
cot-dir_full_1472,COT-DIR (Full),prob_5123,MathQA,L2,105,4,True,4.467,318.2,367.3,0.876,0.33,0.743,13,2025-04-05T04:45:32.530293
cv_only_2659,CV only,prob_1220,GSM8K,L1,80,1,True,1.216,200,229.5,0.729,0.509,0.765,1,2025-04-16T02:32:50.057304
cot-dir_full_1342,COT-DIR (Full),prob_5579,MATH,L0,29,2,False,1.511,226.7,286.5,0.93,0.685,0.888,4,2025-04-21T13:56:15.983413
cv_only_3753,CV only,prob_0752,GSM8K,L0,29,1,False,0.765,200,259.4,0.705,0.725,0.733,1,2025-04-22T05:41:34.095366
cot-dir_full_4132,COT-DIR (Full),prob_1528,GSM8K,L2,74,3,True,3.829,304.3,342.2,0.751,0.287,0.776,10,2025-04-22T00:11:36.888630
cv_only_1090,CV only,prob_9202,DIR-MWP-Test,L3,116,8,True,4.007,270.8,361.3,0.436,0.1,0.836,13,2025-04-04T23:40:04.583208
cot-dir_full_1090,COT-DIR (Full),prob_9663,SVAMP,L2,100,4,True,4.514,347.1,459.0,0.849,0.314,0.782,12,2025-04-21T00:46:52.824306
ird_only_0725,IRD only,prob_8581,MATH,L1,80,2,False,1.145,208.5,291.7,0.599,0.42,0.786,2,2025-04-22T15:06:40.472599
wo_cv_4421,w/o CV,prob_2078,Math23K,L3,139,8,True,6.432,362.2,409.5,0.763,0.142,0.909,18,2025-04-06T08:09:08.377462
wo_cv_2111,w/o CV,prob_3896,Math23K,L2,103,5,True,3.509,294.1,370.5,0.885,0.29,0.823,12,2025-04-04T15:29:04.280341
mlr_only_1721,MLR only,prob_6781,MathQA,L3,104,8,True,4.453,323.8,392.1,0.624,0.1,0.854,12,2025-04-11T18:44:33.214862
wo_cv_3408,w/o CV,prob_5943,DIR-MWP-Test,L3,126,6,True,5.041,376.4,493.5,0.751,0.1,0.769,12,2025-04-27T07:49:05.235533
wo_cv_2611,w/o CV,prob_2839,ASDiv,L2,115,4,True,3.237,326.8,389.5,0.767,0.23,0.94,7,2025-04-10T21:52:16.253725
cv_only_4563,CV only,prob_0349,MAWPS,L3,140,7,True,4.018,264.7,321.8,0.583,0.1,0.936,10,2025-04-30T19:10:19.709002
wo_mlr_3088,w/o MLR,prob_8214,Math23K,L2,112,3,True,3.812,292.6,348.9,0.822,0.149,0.904,5,2025-04-06T21:22:40.244822
cot-dir_full_3499,COT-DIR (Full),prob_2831,ASDiv,L0,22,2,False,1.205,249.5,347.4,0.793,0.664,0.755,4,2025-04-29T22:58:00.830287
wo_ird_4855,w/o IRD,prob_5789,GSM8K,L1,51,1,False,1.502,251.5,280.5,0.666,0.369,0.749,2,2025-04-30T10:30:00.428797
ird_only_3122,IRD only,prob_5862,MAWPS,L1,68,2,False,1.349,249.7,278.1,0.727,0.411,0.7,1,2025-04-22T17:42:26.881805
cv_only_1736,CV only,prob_2293,MathQA,L2,106,5,True,2.54,251.9,303.0,0.636,0.1,0.701,7,2025-04-05T22:00:53.103353
ird_only_3294,IRD only,prob_4130,DIR-MWP-Test,L0,48,2,False,0.962,204.8,259.2,0.66,0.549,0.73,2,2025-04-04T13:31:55.040306
wo_ird_2340,w/o IRD,prob_2911,DIR-MWP-Test,L0,48,1,False,0.882,232.8,309.3,0.765,0.75,0.812,1,2025-04-02T08:39:21.100230
cot-dir_full_3399,COT-DIR (Full),prob_3241,ASDiv,L0,23,2,False,1.639,254.1,305.0,0.944,0.67,0.881,5,2025-04-03T01:34:45.327406
ird_only_2841,IRD only,prob_7949,MATH,L3,128,8,True,4.567,312.3,401.5,0.508,0.1,0.828,13,2025-04-04T05:50:24.953636
wo_ird_3814,w/o IRD,prob_2825,MathQA,L1,64,2,True,2.037,244.5,327.6,0.768,0.315,0.707,3,2025-04-07T09:23:33.343203
ird_only_1047,IRD only,prob_7498,Math23K,L1,53,2,False,1.041,233.0,310.5,0.722,0.509,0.735,2,2025-04-23T05:56:07.535009
cot-dir_full_4049,COT-DIR (Full),prob_4248,MAWPS,L1,42,3,False,2.504,260.2,341.1,0.775,0.428,0.892,4,2025-04-20T01:21:12.901103
wo_mlr_3899,w/o MLR,prob_6783,MAWPS,L0,46,1,False,1.328,202.5,227.1,0.8,0.54,0.768,2,2025-04-24T11:48:01.972269
wo_ird_3913,w/o IRD,prob_2022,Math23K,L1,44,3,False,2.172,245.9,342.4,0.725,0.242,0.923,4,2025-04-26T12:52:43.655429
wo_mlr_3251,w/o MLR,prob_9313,MAWPS,L3,136,8,True,6.774,346.3,443.2,0.735,0.1,0.808,18,2025-04-27T10:13:42.299372
mlr_only_4860,MLR only,prob_3822,DIR-MWP-Test,L2,85,4,True,2.393,283.4,332.4,0.745,0.293,0.875,5,2025-04-18T11:48:31.846072
wo_ird_2777,w/o IRD,prob_8833,SVAMP,L0,50,2,False,1.524,215.7,264.4,0.819,0.423,0.723,3,2025-04-27T19:23:42.712287
mlr_only_3171,MLR only,prob_6456,Math23K,L3,116,7,True,4.654,295.3,358.4,0.579,0.143,0.931,12,2025-04-27T11:00:34.878334
ird_only_3651,IRD only,prob_0980,ASDiv,L0,28,1,False,0.652,200,267.5,0.766,1.033,0.805,1,2025-04-23T07:15:55.356651
wo_cv_2109,w/o CV,prob_5581,DIR-MWP-Test,L3,138,6,True,5.431,341.3,393.9,0.644,0.152,0.838,11,2025-04-28T10:50:48.233175
wo_cv_4085,w/o CV,prob_4770,ASDiv,L1,49,3,False,1.966,294.8,346.4,0.831,0.371,0.823,5,2025-04-05T08:18:58.061571
mlr_only_4107,MLR only,prob_5273,MAWPS,L1,79,2,False,1.888,244.4,281.6,0.703,0.355,0.922,2,2025-04-23T21:32:08.296655
ird_only_3300,IRD only,prob_8663,MATH,L1,50,2,True,1.099,202.8,268.1,0.749,0.502,0.821,5,2025-04-09T10:54:56.143405
wo_ird_0971,w/o IRD,prob_4767,MAWPS,L3,140,7,True,5.987,320.5,430.5,0.694,0.1,0.832,13,2025-04-08T15:32:17.127948
wo_mlr_1664,w/o MLR,prob_4490,MathQA,L1,63,3,True,2.104,252.0,319.9,0.666,0.237,0.753,6,2025-04-21T19:10:49.479511
wo_ird_1313,w/o IRD,prob_0167,MAWPS,L3,127,6,True,5.293,345.4,391.5,0.698,0.138,0.857,13,2025-04-15T15:04:51.162224
cv_only_2948,CV only,prob_2513,SVAMP,L3,119,6,True,3.083,257.0,329.7,0.597,0.1,0.807,9,2025-04-04T03:59:10.875333
cot-dir_full_1437,COT-DIR (Full),prob_4861,SVAMP,L2,118,5,True,5.15,323.8,401.2,0.874,0.314,0.739,17,2025-04-06T04:05:58.341064
cot-dir_full_4180,COT-DIR (Full),prob_1667,MATH,L0,28,2,False,1.261,238.8,326.5,0.824,0.761,0.901,2,2025-04-10T02:12:48.407459
ird_only_4273,IRD only,prob_6548,Math23K,L3,120,7,True,3.894,288.5,380.0,0.505,0.1,0.725,13,2025-04-26T09:20:28.838465
wo_cv_3130,w/o CV,prob_0633,ASDiv,L0,38,1,False,0.753,245.3,334.1,0.73,1.074,0.741,1,2025-04-28T15:59:58.407808
cot-dir_full_1967,COT-DIR (Full),prob_4551,GSM8K,L0,35,2,False,1.58,228.4,293.9,0.907,0.586,0.708,2,2025-04-18T03:06:08.177304
ird_only_0200,IRD only,prob_5687,Math23K,L2,111,5,True,2.934,262.7,327.1,0.676,0.161,0.776,7,2025-04-28T06:40:08.705932
cv_only_2107,CV only,prob_2425,MATH,L3,102,8,True,3.584,281.1,335.2,0.62,0.104,0.774,11,2025-04-02T14:41:21.812303
wo_mlr_1086,w/o MLR,prob_2704,GSM8K,L1,46,3,False,2.29,262.3,360.0,0.704,0.214,0.723,5,2025-04-07T16:39:37.081660
wo_mlr_2174,w/o MLR,prob_9850,GSM8K,L3,150,6,True,6.432,349.7,476.6,0.721,0.1,0.745,12,2025-04-13T10:31:10.019032
wo_cv_1274,w/o CV,prob_9742,GSM8K,L2,96,4,True,3.14,318.9,438.1,0.762,0.326,0.873,9,2025-04-15T05:06:14.155536
wo_ird_3776,w/o IRD,prob_4083,MathQA,L2,92,4,True,3.247,286.2,331.8,0.729,0.155,0.914,10,2025-04-15T21:50:06.741829
mlr_only_3440,MLR only,prob_2746,GSM8K,L2,99,4,True,2.994,295.3,355.3,0.784,0.173,0.83,8,2025-04-19T11:04:30.739494
wo_cv_4865,w/o CV,prob_0352,ASDiv,L0,20,2,False,0.976,246.9,342.0,0.735,0.729,0.895,4,2025-04-12T14:06:20.281998
cv_only_4652,CV only,prob_0431,Math23K,L2,109,4,True,2.292,247.3,281.5,0.643,0.1,0.775,7,2025-04-01T14:04:33.894068
ird_only_3927,IRD only,prob_8954,ASDiv,L0,26,2,False,0.667,200,263.7,0.693,0.871,0.743,3,2025-04-22T09:27:05.902472
wo_ird_0915,w/o IRD,prob_8409,Math23K,L3,119,5,True,5.136,306.1,405.3,0.592,0.1,0.746,9,2025-04-24T21:28:14.090523
wo_cv_0858,w/o CV,prob_0854,GSM8K,L3,123,6,True,5.106,374.6,435.6,0.68,0.208,0.856,12,2025-04-06T16:07:02.336582
cot-dir_full_1208,COT-DIR (Full),prob_0011,ASDiv,L3,145,6,True,7.377,369.8,428.5,0.799,0.307,0.71,19,2025-04-21T10:43:30.604161
cv_only_2695,CV only,prob_8162,MATH,L0,29,1,False,0.913,200,220.8,0.651,0.526,0.872,2,2025-04-02T10:13:51.679435
wo_mlr_3072,w/o MLR,prob_9508,SVAMP,L1,56,2,True,1.666,255.7,338.5,0.717,0.373,0.872,5,2025-04-25T12:44:14.426399
wo_cv_1120,w/o CV,prob_4465,Math23K,L2,75,3,True,2.671,332.8,418.7,0.868,0.318,0.869,8,2025-04-16T21:36:34.379973
ird_only_4911,IRD only,prob_1286,GSM8K,L2,87,5,True,2.371,260.7,293.6,0.617,0.13,0.839,10,2025-04-04T16:49:37.026763
cv_only_3166,CV only,prob_9843,GSM8K,L0,48,1,False,0.547,200,269.3,0.617,0.941,0.944,2,2025-04-30T16:18:04.965791
wo_ird_3216,w/o IRD,prob_9298,MathQA,L2,71,5,True,3.624,282.6,372.8,0.708,0.164,0.89,12,2025-04-07T18:37:32.391509
wo_mlr_4340,w/o MLR,prob_9177,MAWPS,L3,132,6,True,6.106,362.3,409.8,0.646,0.106,0.795,12,2025-04-06T18:13:28.091932
mlr_only_4289,MLR only,prob_7675,SVAMP,L1,66,3,False,1.932,256.5,350.6,0.756,0.406,0.721,2,2025-04-08T06:56:15.455733
wo_cv_0070,w/o CV,prob_0134,GSM8K,L2,97,3,True,2.858,301.2,345.9,0.898,0.38,0.724,7,2025-04-12T18:00:44.874964
wo_mlr_1303,w/o MLR,prob_9818,MATH,L2,76,5,True,3.617,303.3,372.2,0.852,0.227,0.888,11,2025-04-18T06:46:34.661675
cot-dir_full_1268,COT-DIR (Full),prob_3820,Math23K,L0,49,2,False,1.484,224.9,298.5,0.933,0.719,0.92,4,2025-04-16T15:48:04.790078
mlr_only_0382,MLR only,prob_0920,DIR-MWP-Test,L2,82,5,True,3.006,296.3,408.2,0.796,0.198,0.885,7,2025-04-20T22:51:48.936014
cot-dir_full_4975,COT-DIR (Full),prob_7912,Math23K,L1,55,3,True,2.691,293.6,374.9,0.727,0.283,0.842,8,2025-04-04T15:31:02.767932
wo_ird_2249,w/o IRD,prob_2306,MathQA,L3,101,8,True,5.505,350.6,421.5,0.697,0.164,0.928,17,2025-04-08T22:40:45.170956
cv_only_3157,CV only,prob_4595,Math23K,L3,103,7,True,3.519,285.5,357.1,0.528,0.116,0.821,13,2025-04-27T20:45:21.131995
wo_cv_4709,w/o CV,prob_0007,ASDiv,L0,24,2,False,1.221,253.4,316.2,0.813,0.748,0.892,1,2025-04-26T06:21:42.991685
mlr_only_4466,MLR only,prob_1875,DIR-MWP-Test,L3,116,5,True,4.098,326.5,376.8,0.677,0.105,0.936,8,2025-04-12T20:56:17.043868
wo_ird_1653,w/o IRD,prob_9208,MATH,L2,83,3,True,3.179,306.6,381.4,0.704,0.1,0.807,8,2025-04-30T15:54:30.014348
wo_ird_0178,w/o IRD,prob_0146,MAWPS,L0,50,2,False,1.125,238.9,325.8,0.685,0.537,0.835,1,2025-04-02T01:20:13.952392
wo_mlr_0244,w/o MLR,prob_5446,MathQA,L1,47,2,False,1.83,254.3,304.3,0.686,0.388,0.859,2,2025-04-18T15:42:25.250954
ird_only_0640,IRD only,prob_0568,SVAMP,L2,84,3,True,2.137,246.8,345.2,0.653,0.299,0.752,5,2025-04-23T05:08:59.364186
wo_cv_4701,w/o CV,prob_8070,MATH,L0,40,1,False,0.822,234.4,306.1,0.795,1.073,0.837,2,2025-04-19T12:01:18.865744
ird_only_3144,IRD only,prob_7428,MathQA,L1,57,3,True,1.094,243.4,278.7,0.651,0.51,0.761,4,2025-04-15T20:29:34.892283
mlr_only_3485,MLR only,prob_1344,MathQA,L2,89,3,True,2.125,274.1,308.0,0.741,0.278,0.812,6,2025-04-04T15:43:15.145851
cv_only_0520,CV only,prob_3394,GSM8K,L0,21,2,False,0.839,205.8,253.1,0.664,0.74,0.923,1,2025-04-06T07:22:35.284301
cv_only_4463,CV only,prob_2365,DIR-MWP-Test,L1,73,3,False,1.419,232.6,267.6,0.604,0.289,0.799,4,2025-04-13T18:50:05.548500
cv_only_3768,CV only,prob_9032,Math23K,L0,46,1,False,0.612,200.8,237.4,0.589,0.907,0.81,1,2025-04-07T03:36:01.732447
mlr_only_1684,MLR only,prob_6259,MAWPS,L2,84,5,True,3.045,276.8,323.6,0.727,0.148,0.942,7,2025-04-29T10:57:31.908117
ird_only_0752,IRD only,prob_5232,ASDiv,L0,40,2,False,0.784,208.6,291.5,0.746,0.856,0.877,3,2025-04-01T23:53:58.296040
ird_only_3134,IRD only,prob_8177,DIR-MWP-Test,L3,118,5,True,3.31,304.2,414.7,0.513,0.15,0.902,9,2025-04-15T14:38:48.963021
mlr_only_4719,MLR only,prob_0584,DIR-MWP-Test,L1,52,1,False,1.315,246.6,333.5,0.73,0.424,0.805,1,2025-04-05T07:01:32.175660
wo_ird_4324,w/o IRD,prob_7142,Math23K,L0,45,1,False,1.344,200,246.4,0.701,0.379,0.897,1,2025-04-22T08:09:23.224238
wo_cv_4747,w/o CV,prob_0852,GSM8K,L2,86,4,True,3.007,338.5,455.4,0.877,0.331,0.808,7,2025-04-15T04:22:11.405015
ird_only_4083,IRD only,prob_7454,MATH,L3,109,8,True,4.051,301.3,413.7,0.59,0.1,0.949,13,2025-04-25T12:26:16.972226
wo_ird_4285,w/o IRD,prob_0718,DIR-MWP-Test,L1,50,2,True,1.577,238.8,282.8,0.799,0.449,0.728,6,2025-04-04T08:33:32.567187
cv_only_3124,CV only,prob_7983,MAWPS,L3,111,8,True,3.455,296.9,371.7,0.532,0.1,0.934,14,2025-04-20T08:33:36.030730
cv_only_1235,CV only,prob_6507,GSM8K,L1,52,2,False,1.255,236.1,299.0,0.565,0.376,0.73,3,2025-04-09T18:32:17.629116
cv_only_1262,CV only,prob_5962,MATH,L1,62,3,True,1.43,238.3,331.3,0.659,0.347,0.792,6,2025-04-30T20:15:39.920809
ird_only_2829,IRD only,prob_3837,SVAMP,L1,66,1,True,0.957,236.5,308.7,0.624,0.602,0.784,2,2025-04-10T09:03:13.825936
cot-dir_full_1408,COT-DIR (Full),prob_8201,MATH,L1,76,2,True,2.614,293.8,381.1,0.757,0.402,0.737,5,2025-04-18T19:11:27.968918
cv_only_0638,CV only,prob_3416,MathQA,L2,106,4,True,2.267,249.1,315.9,0.633,0.23,0.881,5,2025-04-21T12:34:30.412530
ird_only_2755,IRD only,prob_6069,DIR-MWP-Test,L0,49,1,False,0.5,210.4,276.7,0.732,1.314,0.855,1,2025-04-25T22:06:53.726483
wo_ird_3527,w/o IRD,prob_7681,Math23K,L0,44,1,False,1.208,200,267.1,0.755,0.612,0.884,2,2025-04-17T15:34:18.905614
cv_only_0087,CV only,prob_3179,ASDiv,L1,67,3,False,1.372,201.0,260.2,0.723,0.307,0.885,2,2025-04-08T06:25:49.030045
wo_ird_1066,w/o IRD,prob_0932,GSM8K,L1,49,3,False,2.191,274.5,365.0,0.795,0.295,0.886,4,2025-04-25T11:23:57.443348
ird_only_1124,IRD only,prob_2359,ASDiv,L3,121,6,True,3.674,283.0,386.1,0.648,0.1,0.808,10,2025-04-16T10:15:52.294243
wo_cv_2383,w/o CV,prob_2673,MAWPS,L2,95,5,True,3.266,312.0,431.9,0.845,0.319,0.817,12,2025-04-30T23:44:13.194084
cot-dir_full_0428,COT-DIR (Full),prob_3019,Math23K,L1,78,3,False,2.656,302.8,344.9,0.846,0.45,0.925,4,2025-04-27T21:07:16.225886
wo_ird_1333,w/o IRD,prob_8976,SVAMP,L1,68,1,False,2.039,274.7,365.5,0.693,0.276,0.881,1,2025-04-26T00:16:56.260694
wo_ird_0923,w/o IRD,prob_8847,MAWPS,L3,129,8,True,6.187,346.4,469.8,0.714,0.119,0.814,18,2025-04-22T18:51:55.886137
wo_ird_3755,w/o IRD,prob_5811,MAWPS,L1,74,1,False,1.745,230.8,289.9,0.721,0.323,0.831,1,2025-04-19T14:32:08.922527
wo_mlr_2426,w/o MLR,prob_3654,Math23K,L0,30,1,False,0.961,221.5,301.8,0.857,0.956,0.787,1,2025-04-04T08:44:15.162127
wo_mlr_4796,w/o MLR,prob_9385,SVAMP,L3,117,7,True,6.318,329.7,390.0,0.734,0.1,0.813,14,2025-04-16T11:33:14.403249
cv_only_0649,CV only,prob_4108,Math23K,L0,40,2,False,0.815,200,250.2,0.755,0.89,0.712,2,2025-04-28T11:40:23.023643
wo_cv_2365,w/o CV,prob_9642,DIR-MWP-Test,L3,107,5,True,4.573,355.5,478.4,0.688,0.172,0.84,10,2025-04-09T19:11:07.627522
mlr_only_2615,MLR only,prob_2899,MAWPS,L3,149,6,True,4.666,315.9,367.7,0.66,0.118,0.706,9,2025-04-26T23:55:53.495999
ird_only_1326,IRD only,prob_8694,GSM8K,L0,17,2,False,0.52,200,232.4,0.757,1.259,0.827,3,2025-04-01T13:29:56.163712
cv_only_3639,CV only,prob_6934,SVAMP,L0,23,2,False,0.801,200,278.8,0.649,0.697,0.91,2,2025-04-07T16:05:07.496791
wo_mlr_3623,w/o MLR,prob_3668,GSM8K,L0,15,1,False,1.155,249.5,336.9,0.833,0.614,0.859,1,2025-04-18T16:26:34.947051
ird_only_1079,IRD only,prob_9056,MATH,L0,43,1,False,0.861,205.9,243.7,0.696,0.731,0.885,2,2025-04-10T10:29:50.920887
mlr_only_2543,MLR only,prob_9081,SVAMP,L0,17,2,False,0.751,200,276.5,0.716,0.887,0.775,1,2025-04-28T00:21:49.143593
mlr_only_1999,MLR only,prob_6193,SVAMP,L3,145,5,True,4.029,335.6,372.3,0.5,0.105,0.852,10,2025-04-28T05:12:14.637562
cv_only_1843,CV only,prob_5291,SVAMP,L2,111,5,True,2.218,222.3,263.9,0.638,0.243,0.71,10,2025-04-13T05:48:30.931716
wo_ird_1546,w/o IRD,prob_0873,MAWPS,L3,126,6,True,5.457,339.1,408.8,0.643,0.1,0.863,12,2025-04-15T11:30:28.459355
wo_mlr_1790,w/o MLR,prob_5351,MAWPS,L0,35,2,False,1.206,215.6,258.3,0.88,0.698,0.869,4,2025-04-12T07:45:24.569607
cot-dir_full_4016,COT-DIR (Full),prob_5678,MathQA,L0,36,2,False,1.548,257.9,323.0,0.89,0.753,0.946,3,2025-04-18T15:39:51.363378
ird_only_3517,IRD only,prob_1365,Math23K,L0,27,1,False,0.638,200.2,268.1,0.67,0.871,0.861,1,2025-04-14T08:50:44.083161
wo_mlr_2971,w/o MLR,prob_3041,MAWPS,L2,79,5,True,3.501,313.0,410.1,0.738,0.18,0.819,9,2025-04-17T23:37:18.717350
wo_ird_0506,w/o IRD,prob_1587,ASDiv,L1,44,2,True,1.516,239.0,322.4,0.797,0.435,0.866,4,2025-04-10T08:42:42.988964
ird_only_0096,IRD only,prob_6734,MAWPS,L2,86,5,True,2.348,265.1,298.4,0.688,0.186,0.906,10,2025-04-25T12:15:32.390520
cot-dir_full_0836,COT-DIR (Full),prob_8026,DIR-MWP-Test,L2,100,5,True,4.745,309.2,398.5,0.756,0.176,0.84,15,2025-04-26T22:40:33.435800
mlr_only_0754,MLR only,prob_4180,DIR-MWP-Test,L0,26,1,False,0.848,231.7,261.9,0.731,0.874,0.781,1,2025-04-16T13:30:46.115334
cv_only_2048,CV only,prob_3775,SVAMP,L0,17,1,False,0.544,200,235.9,0.723,1.156,0.862,1,2025-04-14T02:32:29.825868
wo_ird_1205,w/o IRD,prob_1159,MAWPS,L1,58,2,True,1.997,240.7,271.3,0.788,0.26,0.89,6,2025-04-01T23:47:15.495774
wo_mlr_4426,w/o MLR,prob_4584,GSM8K,L1,72,2,True,2.095,250.2,287.6,0.658,0.251,0.793,3,2025-04-10T01:15:16.683633
ird_only_4457,IRD only,prob_7946,DIR-MWP-Test,L3,115,6,True,3.577,284.4,314.3,0.641,0.111,0.824,10,2025-04-26T19:13:32.074479
